cycle,episode_id,failure_mode,group_name,ttf_seconds,mttf_seconds,survival_probability,hazard_rate,event,data_source,beta,eta,recorded_at
261,ep_00290_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.745518+00:00
262,ep_00291_CPU_SATURATION,CPU_SATURATION,Immediate trigger,51.43,9299.17,40.4419,0.003555,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.745657+00:00
263,ep_00292_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.745789+00:00
264,ep_00293_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.745921+00:00
265,ep_00294_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.746092+00:00
266,ep_00295_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.746228+00:00
267,ep_00296_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.746361+00:00
268,ep_00297_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.746494+00:00
269,ep_00298_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.746627+00:00
270,ep_00299_RETRY_STORM,RETRY_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.746761+00:00
271,ep_00300_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.746897+00:00
272,ep_00301_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.747028+00:00
273,ep_00302_RETRY_STORM,RETRY_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.747237+00:00
274,ep_00303_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.747389+00:00
275,ep_00304_ERROR_STORM,ERROR_STORM,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.747530+00:00
276,ep_00305_CPU_SATURATION,CPU_SATURATION,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.747662+00:00
277,ep_00306_RETRY_STORM,RETRY_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.747794+00:00
278,ep_00307_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.747924+00:00
279,ep_00309_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.748053+00:00
280,ep_00310_CPU_SATURATION,CPU_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.748182+00:00
281,ep_00311_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.748355+00:00
282,ep_00313_RETRY_STORM,RETRY_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.748491+00:00
283,ep_00314_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.748648+00:00
284,ep_00315_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.748781+00:00
285,ep_00316_RETRY_STORM,RETRY_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.748913+00:00
286,ep_00317_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.749044+00:00
287,ep_00318_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.749174+00:00
288,ep_00319_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.749341+00:00
289,ep_00320_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.749476+00:00
290,ep_00321_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.749622+00:00
291,ep_00322_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.749760+00:00
292,ep_00323_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.749891+00:00
293,ep_00324_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.750026+00:00
294,ep_00325_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.750158+00:00
295,ep_00326_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.750321+00:00
296,ep_00327_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.750521+00:00
297,ep_00328_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.750659+00:00
298,ep_00329_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.750829+00:00
299,ep_00330_RETRY_STORM,RETRY_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.750959+00:00
300,ep_00331_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.751090+00:00
301,ep_00332_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.751244+00:00
302,ep_00333_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.751393+00:00
303,ep_00334_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.751555+00:00
304,ep_00335_CPU_SATURATION,CPU_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.751785+00:00
305,ep_00336_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.751933+00:00
306,ep_00337_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.752064+00:00
307,ep_00338_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.752246+00:00
308,ep_00339_CPU_SATURATION,CPU_SATURATION,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.752377+00:00
309,ep_00340_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.752505+00:00
310,ep_00341_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.752635+00:00
311,ep_00342_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.752819+00:00
312,ep_00343_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.752965+00:00
313,ep_00344_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.753099+00:00
314,ep_00345_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.753230+00:00
315,ep_00346_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.753361+00:00
316,ep_00347_ERROR_STORM,ERROR_STORM,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.753491+00:00
317,ep_00348_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.753635+00:00
318,ep_00349_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.753785+00:00
319,ep_00350_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.753955+00:00
320,ep_00351_RETRY_STORM,RETRY_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.754090+00:00
321,ep_00352_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.754226+00:00
322,ep_00353_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.754357+00:00
323,ep_00354_RETRY_STORM,RETRY_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.754487+00:00
324,ep_00355_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.754617+00:00
325,ep_00356_ERROR_STORM,ERROR_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.754751+00:00
326,ep_00357_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.754886+00:00
327,ep_00358_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.755058+00:00
328,ep_00359_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.755195+00:00
329,ep_00360_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.755328+00:00
330,ep_00361_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.755487+00:00
331,ep_00362_CPU_SATURATION,CPU_SATURATION,Immediate trigger,85.97,9299.17,36.6305,0.002359,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.755637+00:00
332,ep_00363_CPU_SATURATION,CPU_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.755771+00:00
333,ep_00364_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.755904+00:00
334,ep_00365_RETRY_STORM,RETRY_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.756105+00:00
335,ep_00366_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.756237+00:00
336,ep_00367_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.756366+00:00
337,ep_00368_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.756495+00:00
338,ep_00369_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.756627+00:00
339,ep_00370_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.756758+00:00
340,ep_00371_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.756886+00:00
341,ep_00372_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.757021+00:00
342,ep_00373_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.757192+00:00
343,ep_00374_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.757328+00:00
344,ep_00375_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,156.7,9299.17,32.1827,0.001461,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.757462+00:00
345,ep_00376_RETRY_STORM,RETRY_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.757605+00:00
346,ep_00377_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.757743+00:00
347,ep_00378_CPU_SATURATION,CPU_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.757883+00:00
348,ep_00379_ERROR_STORM,ERROR_STORM,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.758019+00:00
349,ep_00380_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.758153+00:00
350,ep_00381_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.758328+00:00
351,ep_00382_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.758466+00:00
352,ep_00383_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.758599+00:00
353,ep_00384_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.758732+00:00
354,ep_00385_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.758889+00:00
355,ep_00386_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.759021+00:00
356,ep_00387_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.759153+00:00
357,ep_00388_RETRY_STORM,RETRY_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.759394+00:00
358,ep_00389_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.759541+00:00
359,ep_00390_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.759678+00:00
360,ep_00391_ERROR_STORM,ERROR_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.759812+00:00
361,ep_00392_RETRY_STORM,RETRY_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.759944+00:00
362,ep_00393_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.760076+00:00
363,ep_00394_ERROR_STORM,ERROR_STORM,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.760208+00:00
364,ep_00395_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.760345+00:00
365,ep_00396_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.760577+00:00
366,ep_00397_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.760714+00:00
367,ep_00398_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.760846+00:00
368,ep_00399_CPU_SATURATION,CPU_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.760974+00:00
369,ep_00400_CPU_SATURATION,CPU_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.761104+00:00
370,ep_00401_CPU_SATURATION,CPU_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.761236+00:00
371,ep_00402_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.761365+00:00
372,ep_00403_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.761516+00:00
373,ep_00404_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.761703+00:00
374,ep_00405_CPU_SATURATION,CPU_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.761840+00:00
375,ep_00407_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.761973+00:00
376,ep_00408_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.762105+00:00
377,ep_00409_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.762261+00:00
378,ep_00410_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.762394+00:00
379,ep_00411_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.762526+00:00
380,ep_00412_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.762716+00:00
381,ep_00414_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.762849+00:00
382,ep_00415_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.762979+00:00
383,ep_00416_RETRY_STORM,RETRY_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.763110+00:00
384,ep_00417_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,5.53,9299.17,56.1565,0.021074,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.763240+00:00
385,ep_00418_CPU_SATURATION,CPU_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.763372+00:00
386,ep_00419_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.763505+00:00
387,ep_00420_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.763657+00:00
388,ep_00421_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.763849+00:00
389,ep_00422_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.763984+00:00
390,ep_00423_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.764117+00:00
391,ep_00424_CPU_SATURATION,CPU_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.764256+00:00
